login_frequency,feature_usage_count,support_ticket_volume,payment_amount,account_age,churned
16.0,7.0,0.0,85.5,1530,0
5.0,2.0,4.0,41.05,1770,1
7.0,3.0,4.0,85.6,300,1
6.0,3.0,3.0,82.15,1830,0
8.0,4.0,4.0,84.4,1620,0
9.0,4.0,5.0,60.9,990,0
2.0,1.0,1.0,20.25,810,0
11.0,2.0,3.0,79.2,30,1
9.0,4.0,3.0,95.3,690,0
6.0,1.0,0.0,19.85,30,0
16.0,7.0,1.0,84.35,1350,0
6.0,1.0,1.0,19.85,1170,0
10.0,4.0,8.0,70.0,150,1
16.0,7.0,0.0,82.3,2160,0
10.0,4.0,2.0,66.8,1740,0
12.0,4.0,0.0,44.6,2100,0
11.0,5.0,1.0,98.45,1830,0
4.0,1.0,5.0,70.7,60,0
7.0,2.0,0.0,24.95,1380,0
9.0,2.0,4.0,49.95,30,1
3.0,1.0,4.0,69.25,660,1
14.0,6.0,1.0,102.5,1440,0
14.0,7.0,1.0,86.55,1920,0
7.0,2.0,2.0,24.3,2160,0
9.0,3.0,2.0,58.35,360,0
10.0,5.0,3.0,94.25,1020,1
11.0,5.0,2.0,68.75,2160,0
8.0,4.0,4.0,85.8,870,0
2.0,1.0,0.0,20.1,990,0
3.0,1.0,2.0,20.35,30,0
17.0,7.0,2.0,110.8,1860,0
12.0,5.0,2.0,73.0,1230,1
15.0,5.0,3.0,100.05,1920,1
8.0,3.0,5.0,82.85,120,0
10.0,4.0,2.0,84.35,720,0
4.0,1.0,0.0,19.55,420,0
3.0,1.0,1.0,19.95,90,0
12.0,5.0,3.0,99.8,120,1
3.0,1.0,6.0,35.0,540,1
6.0,3.0,3.0,66.25,240,0
8.0,2.0,5.0,23.3,1050,0
5.0,2.0,4.0,76.0,30,1
7.0,2.0,0.0,25.3,1980,0
7.0,3.0,2.0,44.55,240,0
14.0,6.0,7.0,104.1,2130,0
10.0,4.0,5.0,92.55,1290,0
9.0,4.0,4.0,93.85,60,1
12.0,5.0,3.0,101.45,870,0
6.0,3.0,5.0,84.3,450,1
14.0,6.0,3.0,94.55,1950,0
11.0,5.0,1.0,95.5,1050,0
11.0,5.0,3.0,100.3,1920,0
8.0,4.0,0.0,55.5,1740,0
7.0,2.0,3.0,49.85,540,0
9.0,4.0,4.0,89.55,2010,0
4.0,1.0,0.0,19.15,1890,0
11.0,5.0,5.0,99.8,1800,0
11.0,3.0,4.0,84.4,270,1
17.0,8.0,2.0,113.05,2100,0
14.0,5.0,3.0,101.1,450,1
3.0,1.0,0.0,19.95,1440,0
10.0,5.0,1.0,74.15,360,0
15.0,6.0,2.0,92.0,2130,0
7.0,2.0,4.0,73.85,1320,0
6.0,2.0,3.0,50.45,30,1
7.0,2.0,3.0,24.45,1350,0
6.0,2.0,1.0,24.8,690,0
10.0,4.0,1.0,64.85,1290,0
3.0,1.0,1.0,20.75,1050,0
12.0,5.0,0.0,68.95,270,0
13.0,5.0,2.0,99.95,360,1
15.0,7.0,4.0,109.4,1950,0
10.0,4.0,3.0,91.4,60,1
6.0,2.0,2.0,49.0,810,0
6.0,2.0,2.0,50.25,1200,0
6.0,2.0,4.0,75.55,150,1
3.0,1.0,2.0,19.9,240,0
12.0,5.0,4.0,97.8,1740,0
10.0,5.0,4.0,100.3,1560,0
9.0,3.0,0.0,55.8,90,0
17.0,7.0,4.0,111.15,1230,0
11.0,5.0,3.0,98.55,600,0
7.0,2.0,2.0,50.05,30,0
12.0,3.0,2.0,80.8,120,1
6.0,1.0,0.0,20.85,690,0
3.0,1.0,1.0,19.5,180,0
3.0,1.0,0.0,19.35,240,0
10.0,5.0,2.0,69.5,540,0
6.0,3.0,4.0,48.8,1560,0
10.0,4.0,5.0,94.5,930,0
3.0,1.0,2.0,20.65,870,0
16.0,7.0,1.0,106.05,1080,0
15.0,5.0,5.0,100.0,480,1
17.0,6.0,2.0,108.3,1260,0
4.0,1.0,0.0,20.55,30,1
13.0,5.0,4.0,99.65,1800,0
10.0,4.0,4.0,85.3,150,1
12.0,5.0,1.0,95.9,660,0
2.0,1.0,1.0,20.0,1080,0
4.0,1.0,3.0,70.4,120,1
9.0,4.0,0.0,64.95,270,0
8.0,2.0,3.0,74.6,30,0
4.0,2.0,2.0,49.2,360,0
14.0,5.0,2.0,73.75,690,0
16.0,5.0,6.0,92.3,1860,0
13.0,5.0,1.0,98.8,1110,1
4.0,1.0,0.0,19.2,240,0
10.0,4.0,5.0,88.65,930,0
5.0,2.0,4.0,74.4,390,1
12.0,5.0,6.0,98.75,720,1
12.0,5.0,5.0,95.95,1350,0
14.0,6.0,3.0,105.4,2070,0
4.0,1.0,3.0,20.25,60,0
15.0,6.0,3.0,106.0,1830,1
14.0,6.0,4.0,104.7,1230,1
7.0,3.0,4.0,49.05,1320,0
6.0,2.0,1.0,35.55,1170,0
14.0,6.0,1.0,65.1,2160,0
11.0,4.0,6.0,96.85,390,0
12.0,5.0,4.0,69.75,1530,0
13.0,5.0,4.0,99.2,2130,0
9.0,4.0,3.0,96.7,660,1
9.0,3.0,0.0,55.05,60,1
15.0,6.0,7.0,106.8,1680,0
8.0,2.0,4.0,51.25,30,0
11.0,4.0,0.0,57.75,690,0
12.0,5.0,4.0,70.85,1980,0
3.0,1.0,0.0,19.55,30,0
13.0,4.0,4.0,88.2,570,1
6.0,3.0,5.0,79.5,330,0
2.0,1.0,0.0,19.75,240,1
15.0,6.0,5.0,98.15,1560,0
6.0,1.0,1.0,20.25,90,0
8.0,3.0,4.0,79.15,1530,0
9.0,2.0,4.0,75.65,450,1
11.0,5.0,5.0,94.25,1920,0
4.0,2.0,2.0,40.2,1110,0
5.0,1.0,1.0,19.95,390,0
8.0,3.0,2.0,55.35,1470,0
12.0,5.0,3.0,102.15,1350,0
3.0,1.0,6.0,71.1,540,0
6.0,2.0,4.0,74.7,30,1
10.0,4.0,4.0,54.1,2040,0
7.0,1.0,1.0,19.65,1620,0
11.0,4.0,4.0,88.45,690,0
4.0,2.0,3.0,76.65,510,1
18.0,7.0,0.0,80.4,2130,0
3.0,1.0,1.0,19.25,2010,0
11.0,3.0,4.0,84.8,420,0
1.0,0.0,2.0,25.8,30,1
7.0,1.0,1.0,19.5,1890,0
11.0,5.0,1.0,68.6,1230,0
9.0,4.0,3.0,92.6,510,0
13.0,5.0,3.0,100.55,1680,0
3.0,1.0,1.0,20.55,150,0
7.0,3.0,4.0,42.6,60,1
4.0,1.0,0.0,19.6,90,0
15.0,6.0,1.0,67.45,1110,0
11.0,5.0,2.0,68.85,870,1
6.0,1.0,2.0,43.55,240,0
14.0,7.0,1.0,109.85,1890,0
4.0,1.0,2.0,20.65,210,0
9.0,4.0,4.0,95.4,90,0
4.0,1.0,1.0,21.0,2160,0
6.0,2.0,3.0,56.2,570,0
4.0,1.0,1.0,18.4,1770,0
11.0,4.0,1.0,90.0,60,1
7.0,2.0,1.0,25.75,1050,0
5.0,1.0,0.0,19.6,420,0
6.0,2.0,4.0,75.35,420,1
6.0,1.0,0.0,19.8,2070,0
13.0,5.0,3.0,64.2,210,0
18.0,6.0,0.0,75.75,2070,0
15.0,6.0,1.0,78.95,2160,0
11.0,5.0,3.0,100.85,240,1
6.0,2.0,4.0,50.3,120,0
13.0,3.0,3.0,80.3,1890,0
4.0,1.0,0.0,19.85,2160,0
3.0,1.0,1.0,21.1,1380,0
7.0,1.0,5.0,69.95,150,1
7.0,2.0,2.0,50.0,900,0
17.0,6.0,3.0,104.75,1890,0
4.0,1.0,3.0,19.85,1800,0
12.0,6.0,3.0,107.5,1890,1
6.0,3.0,4.0,85.9,750,0
3.0,1.0,4.0,45.85,30,1
8.0,3.0,4.0,80.8,180,0
7.0,2.0,1.0,25.25,660,0
14.0,6.0,2.0,80.55,930,0
8.0,3.0,2.0,81.5,1170,0
5.0,1.0,2.0,20.9,780,0
13.0,6.0,3.0,106.1,1590,1
15.0,4.0,2.0,91.7,30,1
12.0,5.0,2.0,67.25,360,0
16.0,5.0,3.0,95.6,480,1
3.0,1.0,1.0,20.35,60,0
6.0,3.0,0.0,45.05,1170,0
5.0,2.0,4.0,74.95,30,1
10.0,2.0,1.0,34.65,210,0
4.0,1.0,4.0,69.35,120,0
10.0,4.0,3.0,95.35,300,1
7.0,3.0,5.0,81.55,1650,0
11.0,5.0,2.0,75.4,2160,0
9.0,4.0,2.0,67.8,300,0
15.0,7.0,1.0,111.4,330,0
4.0,1.0,2.0,46.3,450,0
4.0,1.0,0.0,20.4,690,0
4.0,1.0,1.0,20.05,30,0
2.0,1.0,4.0,45.0,90,1
11.0,5.0,8.0,96.1,1410,0
6.0,1.0,0.0,19.65,450,0
15.0,5.0,5.0,99.5,1980,1
10.0,4.0,1.0,60.65,2040,0
14.0,5.0,2.0,98.6,510,1
6.0,3.0,1.0,59.5,210,1
7.0,2.0,3.0,80.45,360,1
16.0,5.0,3.0,71.7,630,0
4.0,2.0,2.0,36.0,630,0
14.0,4.0,3.0,65.2,1680,0
6.0,2.0,3.0,48.95,180,0
11.0,4.0,3.0,53.5,1950,0
15.0,6.0,1.0,80.45,1260,0
14.0,7.0,2.0,109.05,2040,0
5.0,2.0,1.0,26.3,1440,0
13.0,6.0,1.0,106.8,1500,0
9.0,4.0,3.0,64.95,210,0
4.0,1.0,2.0,19.35,1890,0
8.0,1.0,1.0,21.1,510,0
6.0,2.0,4.0,77.95,1260,1
5.0,1.0,0.0,18.85,120,0
6.0,2.0,0.0,26.0,1860,0
11.0,2.0,3.0,74.7,60,1
5.0,1.0,3.0,70.35,60,0
13.0,6.0,6.0,96.9,1440,0
4.0,1.0,0.0,19.55,810,0
14.0,6.0,0.0,80.4,2100,0
10.0,4.0,3.0,88.8,30,1
11.0,5.0,3.0,94.65,1380,0
7.0,3.0,4.0,90.25,900,1
9.0,4.0,2.0,64.65,450,1
11.0,5.0,3.0,95.75,2070,0
4.0,1.0,2.0,19.55,1950,0
14.0,6.0,3.0,104.1,2160,0
10.0,4.0,1.0,89.05,390,1
2.0,1.0,3.0,20.1,510,0
16.0,7.0,2.0,111.55,1530,0
13.0,4.0,1.0,60.5,1530,0
18.0,8.0,4.0,90.95,2160,0
10.0,4.0,4.0,87.4,2010,1
4.0,1.0,0.0,19.7,1020,0
10.0,4.0,1.0,50.95,2010,0
4.0,1.0,1.0,20.05,1470,0
6.0,1.0,0.0,19.4,1590,0
12.0,4.0,0.0,59.45,810,0
11.0,4.0,3.0,94.75,690,1
16.0,7.0,2.0,81.5,2070,0
3.0,1.0,0.0,29.05,60,0
7.0,3.0,3.0,86.45,1050,1
12.0,5.0,0.0,70.6,1380,0
13.0,5.0,3.0,97.2,1620,0
12.0,5.0,4.0,98.25,1680,1
6.0,2.0,3.0,75.75,270,1
10.0,4.0,0.0,59.2,600,0
8.0,2.0,3.0,75.9,330,0
12.0,4.0,4.0,90.05,900,0
14.0,5.0,2.0,70.95,2040,0
16.0,6.0,3.0,102.6,1140,0
9.0,4.0,4.0,85.35,510,1
13.0,6.0,3.0,106.1,1440,1
2.0,1.0,4.0,43.8,30,0
11.0,5.0,3.0,59.0,1890,0
10.0,4.0,4.0,69.95,90,0
8.0,2.0,0.0,24.35,1440,0
4.0,1.0,1.0,29.45,1980,0
10.0,4.0,5.0,84.4,2040,0
6.0,1.0,2.0,45.05,510,1
3.0,1.0,1.0,20.65,210,0
17.0,8.0,0.0,87.1,2160,0
5.0,1.0,0.0,19.85,870,0
9.0,4.0,2.0,90.35,1110,0
16.0,7.0,4.0,109.8,1020,1
7.0,3.0,3.0,84.65,1260,1
10.0,5.0,1.0,65.5,1770,0
8.0,2.0,3.0,79.5,330,1
7.0,3.0,4.0,80.95,1800,0
8.0,3.0,1.0,56.15,810,0
6.0,3.0,5.0,85.8,30,1
5.0,2.0,3.0,79.1,30,1
5.0,2.0,4.0,34.4,510,0
2.0,1.0,2.0,20.75,1740,0
2.0,1.0,0.0,18.8,30,0
6.0,1.0,3.0,44.3,90,1
11.0,5.0,3.0,90.8,1590,0
4.0,2.0,2.0,25.6,1050,0
12.0,6.0,3.0,105.95,1500,1
14.0,5.0,1.0,70.8,2040,0
8.0,2.0,1.0,25.4,1410,0
14.0,6.0,3.0,108.8,1950,0
4.0,1.0,4.0,69.75,150,1
9.0,4.0,5.0,94.65,1530,1
9.0,4.0,4.0,96.05,1380,1
5.0,2.0,4.0,76.85,270,0
7.0,1.0,2.0,20.25,240,0
4.0,2.0,0.0,24.8,420,0
21.0,8.0,1.0,115.65,1350,0
5.0,2.0,3.0,74.6,240,0
5.0,2.0,3.0,50.15,30,1
12.0,6.0,4.0,103.15,1980,0
13.0,6.0,2.0,72.1,2160,0
18.0,8.0,1.0,113.6,1230,1
6.0,2.0,0.0,25.1,690,0
4.0,2.0,4.0,78.9,870,1
9.0,3.0,3.0,80.15,120,0
7.0,2.0,2.0,25.4,180,0
17.0,7.0,1.0,105.4,2010,0
3.0,1.0,4.0,45.75,210,0
5.0,2.0,2.0,24.45,1680,0
6.0,2.0,0.0,25.0,2160,0
14.0,7.0,4.0,85.25,2160,0
4.0,1.0,0.0,19.6,690,0
6.0,2.0,2.0,50.15,1050,0
3.0,1.0,7.0,70.55,810,0
8.0,4.0,2.0,60.05,780,1
7.0,2.0,1.0,26.4,360,0
4.0,1.0,1.0,20.15,1200,0
11.0,5.0,2.0,58.85,210,0
11.0,5.0,3.0,97.55,2100,0
3.0,1.0,0.0,19.65,1800,0
0.0,0.0,2.0,25.25,1170,0
19.0,8.0,1.0,114.45,2160,0
5.0,1.0,4.0,34.7,30,1
12.0,5.0,0.0,70.7,1620,0
8.0,3.0,3.0,85.3,90,1
13.0,6.0,1.0,75.55,1890,0
14.0,4.0,4.0,84.8,2130,0
3.0,1.0,1.0,20.65,1260,0
5.0,1.0,2.0,20.45,1410,0
13.0,6.0,3.0,102.45,1980,1
14.0,6.0,3.0,104.4,630,1
5.0,2.0,1.0,35.65,330,0
10.0,5.0,4.0,99.75,30,1
12.0,5.0,4.0,90.45,1650,0
13.0,6.0,1.0,97.65,2070,0
6.0,2.0,3.0,73.85,90,0
11.0,5.0,1.0,74.4,120,1
13.0,5.0,1.0,69.1,900,0
9.0,4.0,1.0,82.75,150,0
6.0,2.0,0.0,24.4,2130,0
9.0,3.0,3.0,55.25,870,0
14.0,4.0,1.0,61.35,1560,0
16.0,6.0,3.0,76.75,2040,0
4.0,1.0,2.0,19.4,1380,0
6.0,2.0,6.0,54.75,240,0
2.0,1.0,1.0,19.7,2160,0
4.0,1.0,0.0,19.9,510,0
16.0,6.0,2.0,107.95,90,0
7.0,3.0,7.0,83.8,60,0
6.0,2.0,3.0,74.25,270,1
9.0,4.0,3.0,56.4,1530,0
5.0,1.0,0.0,20.1,180,0
12.0,4.0,3.0,94.9,90,0
9.0,4.0,5.0,94.2,510,0
5.0,2.0,3.0,49.9,900,0
12.0,5.0,0.0,71.05,930,0
15.0,6.0,2.0,81.65,1350,0
11.0,5.0,3.0,89.45,1920,0
9.0,3.0,4.0,59.85,30,1
7.0,1.0,5.0,69.6,30,1
14.0,5.0,6.0,99.0,1830,0
3.0,1.0,1.0,19.05,30,0
6.0,2.0,2.0,45.4,270,1
17.0,8.0,4.0,114.45,2160,0
4.0,1.0,1.0,19.5,30,1
3.0,1.0,6.0,44.25,210,0
11.0,5.0,2.0,90.55,1980,0
7.0,1.0,4.0,69.9,30,1
3.0,1.0,1.0,20.4,1200,0
13.0,5.0,3.0,71.4,480,0
9.0,3.0,4.0,87.15,60,1
8.0,2.0,2.0,24.85,2010,0
19.0,6.0,3.0,104.45,1230,0
4.0,1.0,2.0,19.8,1680,0
20.0,8.0,2.0,116.45,2160,0
8.0,3.0,5.0,84.75,90,1
4.0,1.0,0.0,20.05,1620,0
16.0,7.0,3.0,110.75,1560,0
9.0,4.0,4.0,89.7,1500,0
9.0,4.0,2.0,89.95,420,1
10.0,2.0,2.0,48.7,810,0
14.0,6.0,2.0,96.6,2160,0
11.0,5.0,4.0,74.3,1860,0
7.0,3.0,0.0,54.3,360,0
16.0,5.0,0.0,74.85,1320,0
10.0,3.0,1.0,79.95,1620,0
4.0,1.0,1.0,20.05,2040,0
3.0,1.0,3.0,19.4,600,0
8.0,3.0,2.0,54.9,1500,0
4.0,2.0,2.0,24.45,1740,0
8.0,4.0,4.0,89.65,1050,0
7.0,1.0,4.0,45.4,60,0
12.0,6.0,3.0,75.7,1890,0
14.0,7.0,4.0,110.65,1740,0
6.0,1.0,0.0,20.55,810,0
17.0,8.0,1.0,115.15,2130,0
8.0,3.0,6.0,58.55,1890,0
13.0,5.0,4.0,93.25,2130,0
17.0,7.0,3.0,113.2,1230,1
8.0,3.0,3.0,90.5,390,1
9.0,2.0,4.0,79.0,60,1
5.0,1.0,0.0,19.35,2040,0
4.0,2.0,2.0,48.75,30,0
19.0,7.0,1.0,109.05,1950,0
6.0,2.0,3.0,25.0,2160,0
9.0,3.0,0.0,54.9,840,0
5.0,2.0,1.0,24.75,2160,0
10.0,4.0,3.0,91.15,60,0
2.0,1.0,0.0,20.15,540,1
14.0,6.0,3.0,104.35,1800,0
9.0,4.0,0.0,66.05,780,0
4.0,1.0,3.0,71.65,30,1
5.0,1.0,1.0,20.35,120,1
18.0,8.0,0.0,92.2,2040,0
10.0,4.0,2.0,84.25,1140,1
13.0,6.0,3.0,105.2,1260,0
4.0,1.0,1.0,19.6,1710,0
4.0,1.0,2.0,30.4,1620,0
8.0,2.0,4.0,78.1,360,1
9.0,4.0,4.0,61.5,1320,0
13.0,5.0,3.0,69.4,1260,0
5.0,2.0,0.0,24.75,2160,0
18.0,8.0,1.0,91.05,2130,0
10.0,4.0,4.0,89.65,570,1
10.0,5.0,1.0,73.65,690,0
3.0,1.0,1.0,19.4,900,0
7.0,2.0,1.0,26.2,1050,0
13.0,5.0,5.0,98.7,300,1
4.0,1.0,4.0,43.85,30,0
3.0,1.0,7.0,69.7,660,0
7.0,3.0,2.0,38.55,210,0
10.0,5.0,1.0,53.1,1080,0
3.0,1.0,1.0,20.65,1020,0
12.0,5.0,3.0,64.45,2160,0
4.0,2.0,1.0,25.1,1080,0
7.0,2.0,3.0,76.35,30,1
8.0,3.0,4.0,79.15,690,1
10.0,3.0,3.0,85.0,960,1
13.0,6.0,1.0,95.15,2130,0
10.0,3.0,4.0,79.35,690,0
10.0,4.0,4.0,96.65,510,0
11.0,5.0,1.0,75.5,30,0
7.0,1.0,0.0,19.7,360,0
7.0,1.0,1.0,20.5,2160,0
4.0,1.0,1.0,19.2,30,0
12.0,5.0,4.0,98.35,2160,0
7.0,2.0,3.0,74.35,1800,0
11.0,4.0,0.0,51.35,1830,0
4.0,1.0,2.0,45.65,180,0
9.0,3.0,4.0,85.3,960,1
8.0,3.0,6.0,86.55,930,1
4.0,2.0,4.0,73.85,570,1
4.0,1.0,0.0,20.3,2160,0
10.0,3.0,2.0,54.2,960,0
8.0,4.0,6.0,90.65,1950,0
10.0,3.0,3.0,50.9,1350,0
4.0,2.0,0.0,25.05,1260,0
6.0,2.0,4.0,74.85,240,0
2.0,1.0,0.0,20.5,960,0
11.0,5.0,0.0,63.55,660,0
6.0,2.0,5.0,44.85,1710,1
5.0,2.0,2.0,47.95,30,0
6.0,1.0,3.0,45.1,30,1
4.0,1.0,2.0,45.0,30,0
8.0,4.0,3.0,96.0,720,1
3.0,1.0,0.0,20.05,30,1
12.0,4.0,3.0,90.05,1620,0
10.0,2.0,0.0,25.3,120,0
15.0,7.0,3.0,108.65,1950,1
7.0,2.0,1.0,24.3,1680,0
12.0,5.0,3.0,75.95,1350,0
2.0,1.0,3.0,19.7,2130,0
14.0,5.0,3.0,66.4,1770,0
7.0,2.0,2.0,35.75,2070,0
2.0,1.0,0.0,18.8,570,0
2.0,1.0,0.0,19.4,1650,0
4.0,1.0,1.0,19.3,1140,0
5.0,1.0,4.0,45.55,300,1
12.0,5.0,2.0,67.45,1410,0
4.0,1.0,2.0,35.1,60,1
3.0,1.0,3.0,46.2,30,1
5.0,1.0,3.0,45.15,30,1
9.0,3.0,2.0,43.3,30,1
3.0,1.0,1.0,20.1,1380,0
7.0,3.0,2.0,57.15,1140,1
10.0,4.0,1.0,58.9,1950,0
7.0,2.0,4.0,73.2,570,1
8.0,3.0,3.0,85.35,1560,1
4.0,1.0,1.0,19.45,2130,0
3.0,1.0,3.0,45.95,30,1
12.0,4.0,0.0,50.5,1560,0
5.0,2.0,1.0,25.1,180,0
6.0,3.0,4.0,60.7,780,0
13.0,5.0,4.0,99.0,1440,0
12.0,6.0,1.0,104.4,1920,0
8.0,3.0,5.0,83.75,90,1
5.0,1.0,2.0,44.05,30,0
7.0,2.0,0.0,24.1,2160,0
5.0,1.0,2.0,45.55,30,0
11.0,5.0,6.0,93.8,1530,0
4.0,1.0,2.0,19.7,1230,0
12.0,5.0,6.0,70.65,2160,0
14.0,7.0,0.0,86.45,1290,0
16.0,8.0,2.0,114.1,2160,0
10.0,4.0,5.0,95.2,1410,0
18.0,8.0,1.0,88.55,2160,0
5.0,1.0,0.0,20.75,90,0
5.0,1.0,3.0,70.05,30,1
7.0,3.0,4.0,86.0,60,1
8.0,3.0,2.0,44.65,780,0
7.0,3.0,4.0,60.2,870,0
13.0,6.0,2.0,100.5,1050,1
6.0,3.0,2.0,55.45,810,0
13.0,5.0,0.0,70.3,720,0
10.0,4.0,0.0,60.4,2010,0
6.0,2.0,4.0,72.65,480,1
6.0,3.0,4.0,55.8,690,0
5.0,1.0,2.0,31.1,420,0
4.0,1.0,1.0,21.0,30,1
5.0,1.0,4.0,45.1,30,1
8.0,3.0,5.0,50.95,120,0
15.0,5.0,2.0,69.1,480,0
7.0,2.0,2.0,43.95,1380,0
14.0,7.0,1.0,86.5,2040,0
15.0,6.0,1.0,69.95,1140,0
6.0,2.0,4.0,50.4,900,1
8.0,2.0,4.0,78.95,150,1
10.0,4.0,3.0,90.95,510,0
6.0,1.0,0.0,19.9,120,0
6.0,1.0,0.0,20.15,360,0
18.0,8.0,1.0,90.6,2160,0
8.0,3.0,3.0,92.0,90,0
13.0,5.0,3.0,94.45,1680,1
6.0,2.0,1.0,24.85,1230,0
6.0,2.0,1.0,36.0,1200,0
15.0,6.0,0.0,78.5,210,0
5.0,1.0,0.0,19.95,2070,0
4.0,1.0,2.0,20.65,210,0
4.0,1.0,6.0,30.5,150,0
16.0,7.0,3.0,106.1,2160,0
6.0,1.0,0.0,20.5,1320,0
14.0,5.0,3.0,95.5,1950,0
11.0,4.0,2.0,64.6,90,0
6.0,2.0,1.0,51.1,720,0
12.0,4.0,3.0,84.8,1320,1
18.0,8.0,1.0,89.1,2160,0
8.0,3.0,0.0,54.95,720,0
10.0,2.0,4.0,50.9,30,1
3.0,1.0,1.0,20.45,660,0
14.0,7.0,0.0,85.95,2100,0
7.0,3.0,2.0,60.35,750,0
3.0,1.0,1.0,19.8,1110,0
8.0,3.0,6.0,85.35,660,0
10.0,5.0,2.0,72.1,1770,0
15.0,5.0,3.0,99.8,1470,1
16.0,6.0,1.0,107.35,1410,1
5.0,1.0,1.0,19.55,930,1
6.0,2.0,3.0,81.05,30,0
3.0,1.0,1.0,20.5,90,0
16.0,7.0,2.0,111.8,1590,0
5.0,1.0,2.0,20.2,30,0
6.0,1.0,0.0,19.7,600,0
7.0,3.0,3.0,79.1,90,1
2.0,1.0,1.0,19.85,1530,0
9.0,4.0,0.0,60.5,1530,0
2.0,1.0,0.0,19.55,390,0
4.0,1.0,1.0,20.9,30,0
4.0,1.0,1.0,21.05,30,0
12.0,6.0,1.0,71.5,1890,0
4.0,2.0,3.0,54.65,90,0
2.0,1.0,1.0,19.2,1380,0
4.0,2.0,3.0,49.8,30,0
2.0,0.0,4.0,25.5,240,1
5.0,1.0,0.0,20.5,2130,0
10.0,4.0,4.0,90.4,1650,0
12.0,5.0,1.0,90.25,2100,0
7.0,2.0,5.0,80.75,60,1
14.0,6.0,2.0,104.6,2010,0
11.0,4.0,4.0,91.85,1950,1
7.0,2.0,5.0,50.2,420,0
13.0,5.0,1.0,95.5,600,0
6.0,2.0,4.0,75.35,30,1
4.0,2.0,6.0,75.45,30,1
12.0,4.0,3.0,95.4,1470,0
13.0,6.0,3.0,101.3,2160,0
8.0,3.0,2.0,53.1,1380,0
11.0,4.0,4.0,84.85,720,0
9.0,2.0,1.0,34.25,150,0
11.0,5.0,2.0,88.6,990,0
10.0,4.0,2.0,60.15,1260,0
12.0,5.0,4.0,99.95,690,0
5.0,1.0,4.0,70.7,240,0
9.0,3.0,4.0,54.8,1980,0
5.0,2.0,3.0,49.55,720,1
10.0,3.0,3.0,54.8,720,0
16.0,7.0,4.0,78.6,2070,1
13.0,5.0,4.0,100.3,1590,0
9.0,4.0,3.0,53.6,1800,0
7.0,2.0,4.0,81.1,210,1
3.0,1.0,1.0,19.35,600,0
7.0,3.0,6.0,85.6,690,0
13.0,6.0,1.0,80.8,2160,0
8.0,2.0,3.0,74.95,330,1
4.0,1.0,2.0,19.6,630,0
8.0,4.0,3.0,93.55,30,1
9.0,4.0,4.0,90.7,930,0
14.0,5.0,0.0,69.75,1710,0
3.0,1.0,0.0,20.0,1350,0
11.0,5.0,3.0,95.25,300,0
15.0,6.0,4.0,102.1,1740,1
2.0,1.0,0.0,19.95,420,0
13.0,6.0,3.0,80.85,810,0
9.0,4.0,4.0,90.9,420,1
4.0,1.0,3.0,29.2,360,1
12.0,5.0,3.0,93.3,2070,0
9.0,4.0,3.0,89.15,750,1
16.0,7.0,4.0,108.85,1740,1
7.0,3.0,1.0,46.35,1050,0
8.0,3.0,3.0,84.75,480,1
14.0,6.0,3.0,78.75,1350,0
10.0,3.0,3.0,83.55,510,0
3.0,1.0,2.0,45.7,30,1
6.0,1.0,1.0,19.6,660,0
5.0,1.0,4.0,69.95,30,1
13.0,5.0,1.0,67.85,2010,0
13.0,6.0,1.0,105.65,2010,0
7.0,2.0,4.0,44.6,60,1
6.0,2.0,3.0,74.95,690,1
6.0,2.0,3.0,75.5,270,0
3.0,1.0,2.0,20.15,150,0
7.0,3.0,0.0,45.2,1620,0
8.0,4.0,5.0,95.25,1710,1
11.0,4.0,3.0,89.85,720,1
13.0,5.0,3.0,100.45,1470,1
7.0,2.0,3.0,47.15,150,1
5.0,2.0,3.0,80.2,60,1
9.0,4.0,2.0,87.1,120,1
15.0,7.0,1.0,79.25,2100,0
10.0,2.0,3.0,75.9,150,1
17.0,7.0,1.0,85.7,1590,0
13.0,6.0,5.0,98.75,1410,1
6.0,1.0,1.0,20.1,930,0
9.0,4.0,1.0,61.8,390,0
5.0,2.0,3.0,49.9,840,0
8.0,3.0,4.0,86.45,300,1
2.0,1.0,1.0,20.4,1140,0
4.0,1.0,2.0,45.3,30,1
12.0,6.0,5.0,104.1,2010,1
11.0,5.0,3.0,75.4,1560,0
17.0,7.0,2.0,108.15,1860,0
9.0,3.0,3.0,86.25,480,0
8.0,3.0,4.0,81.0,150,1
9.0,4.0,4.0,95.7,360,0
16.0,8.0,1.0,116.85,2160,0
14.0,6.0,2.0,105.75,2130,0
3.0,1.0,0.0,20.15,720,0
4.0,1.0,2.0,19.6,450,0
12.0,4.0,3.0,90.6,2010,1
9.0,4.0,2.0,60.95,60,0
4.0,0.0,2.0,25.05,150,0
6.0,3.0,3.0,88.15,450,1
3.0,1.0,1.0,20.2,30,1
8.0,4.0,2.0,60.3,1230,0
9.0,4.0,2.0,63.95,1290,0
5.0,2.0,4.0,74.3,30,0
7.0,1.0,3.0,70.6,30,0
7.0,3.0,4.0,90.8,780,1
7.0,3.0,5.0,79.35,660,1
16.0,8.0,0.0,90.55,2130,0
5.0,1.0,1.0,19.45,210,0
12.0,5.0,3.0,64.45,840,0
4.0,1.0,4.0,69.65,480,0
4.0,1.0,1.0,19.5,210,0
17.0,7.0,2.0,110.5,2070,0
